# Expand Short Notes - Tracking File
# Generated: 2026-01-26
# Total entries: 978
#
# Format: STATUS | FILE_PATH | HEADWORD | NOTES_LENGTH | TIER | POS
# STATUS: pending, in_progress, completed, skipped
#
# This file tracks which entries need their notes expanded.
# Update STATUS as you work through entries.
#

completed | entries/04500/04803_shouhizei.json | {消費税｜しょうひぜい} | 227 | general | noun
pending | entries/05000/05447_keisha.json | {傾斜｜けいしゃ} | 275 | general | noun / suru verb
pending | entries/00500/00930_gojuu.json | {五十｜ごじゅう} | 276 | basic | number
pending | entries/00500/00943_ikura.json | {幾｜いく}ら | 276 | basic | pronoun
pending | entries/00500/00998_sumimasen.json | すみません | 276 | basic | interjection
pending | entries/01500/01788_papa.json | パパ | 276 | general | noun
pending | entries/01500/01793_ippai.json | {一杯｜いっぱい} | 276 | general | noun, adverb, na-adjective
pending | entries/02500/02883_saki.json | {先｜さき} | 276 | basic | noun
pending | entries/05000/05459_ryouiki.json | {領域｜りょういき} | 276 | general | noun
pending | entries/01000/01167_sou.json | そう | 277 | basic | adverb
pending | entries/01500/01748_yoshuu.json | {予習｜よしゅう} | 277 | general | noun, verb (suru)
pending | entries/01500/01908_okure.json | {遅｜おく}れ | 277 | general | noun
pending | entries/01500/01995_oki.json | 〜おき | 277 | general | suffix
pending | entries/02500/02795_kentou.json | {見当｜けんとう} | 277 | core | noun
pending | entries/02500/02847_isha.json | {医者｜いしゃ} | 277 | basic | noun
pending | entries/04500/04510_tansuu.json | {単数｜たんすう} | 277 | general | noun
pending | entries/05000/05150_enzan.json | {演算｜えんざん} | 277 | general | noun / suru-verb
pending | entries/05000/05177_nikoniko.json | にこにこ | 277 | core | adverb
pending | entries/05000/05384_infuruenza.json | インフルエンザ | 277 | general | noun
pending | entries/05000/05484_taionkei.json | {体温計｜たいおんけい} | 277 | general | noun
pending | entries/05500/05500_hondo.json | {本土｜ほんど} | 277 | core | noun
pending | entries/05500/05666_ikudouon.json | {異口同音｜いくどうおん} | 277 | general | noun
pending | entries/06500/06601_kensakuenjin.json | {検索｜けんさく}エンジン | 277 | general | noun
pending | entries/00000/00330_ojigi.json | お{辞儀｜じぎ} | 278 | core | noun, suru verb
pending | entries/01000/01115_fukuzatsu.json | {複雑｜ふくざつ} | 278 | core | na-adjective
pending | entries/01500/01930_kataru.json | {語｜かた}る | 278 | core | verb (godan)
pending | entries/02500/02726_kouka.json | {効果｜こうか} | 278 | general | noun
pending | entries/02500/02980_yaru.json | やる | 278 | basic | verb
pending | entries/04500/04747_yabai.json | やばい | 278 | general | adjective (i-adjective)
pending | entries/04500/04840_koyou.json | {雇用｜こよう} | 278 | general | noun (verbal)
pending | entries/05000/05373_shikushiku.json | しくしく | 278 | general | adverb
pending | entries/05000/05439_chouhoukei.json | {長方形｜ちょうほうけい} | 278 | general | noun
pending | entries/05500/05581_youin.json | {要因｜よういん} | 278 | general | noun
pending | entries/05500/05879_ninka.json | {認可｜にんか} | 278 | general | noun, verb (suru)
pending | entries/06500/06773_basuke.json | バスケ | 278 | general | noun
pending | entries/07500/07672_misuborashii.json | みすぼらしい | 278 | general | i-adjective
pending | entries/00000/00490_made.json | まで | 279 | basic | particle
pending | entries/01500/01842_oi.json | {老｜お}い | 279 | general | noun
pending | entries/02500/02730_kouzou.json | {構造｜こうぞう} | 279 | general | noun
pending | entries/02500/02881_konna.json | こんな | 279 | basic | pre-noun adjectival
pending | entries/02500/02942_jibiki.json | {字引｜じびき} | 279 | core | noun
pending | entries/02500/02948_hitotsu.json | {一｜ひと}つ | 279 | basic | noun
pending | entries/05000/05354_kyutto.json | きゅっと | 279 | general | adverb
pending | entries/05000/05372_chikuchiku.json | ちくちく | 279 | general | adverb
pending | entries/05000/05378_seitokai.json | {生徒会｜せいとかい} | 279 | general | noun
pending | entries/08000/08088_ohitsu.json | おひつ | 279 | general | noun
pending | entries/01000/01152_tsumori.json | つもり | 280 | general | noun
pending | entries/01000/01332_hige.json | ひげ | 280 | basic | noun
pending | entries/01500/01806_soreni.json | それに | 280 | core | conjunction
pending | entries/02000/02169_raku.json | {楽｜らく} | 280 | core | noun
pending | entries/02000/02381_narasu.json | {鳴｜な}らす | 280 | general | godan verb
pending | entries/02500/02512_muda.json | {無駄｜むだ} | 280 | general | na-adjective
pending | entries/02500/02932_hajimete.json | {初｜はじ}めて | 280 | basic | adverb
pending | entries/04000/04148_koutei.json | {肯定｜こうてい} | 280 | general | noun
pending | entries/05000/05243_senshokutai.json | {染色体｜せんしょくたい} | 280 | general | noun
pending | entries/05000/05391_gake.json | {崖｜がけ} | 280 | general | noun
pending | entries/05000/05461_jogen.json | {助言｜じょげん} | 280 | core | noun / suru verb
pending | entries/05500/05528_yabou.json | {野望｜やぼう} | 280 | general | noun
pending | entries/05500/05562_noutan.json | {濃淡｜のうたん} | 280 | general | noun
pending | entries/05500/05579_suii.json | {推移｜すいい} | 280 | general | noun
pending | entries/05500/05810_oomisoka.json | {大晦日｜おおみそか} | 280 | core | noun
pending | entries/00500/00939_hiki.json | {匹｜ひき} | 281 | basic | counter
pending | entries/00500/00991_soko.json | そこ | 281 | basic | pronoun
pending | entries/01000/01006_ude.json | {腕｜うで} | 281 | basic | noun
pending | entries/02000/02487_yuube.json | ゆうべ | 281 | core | noun
pending | entries/02500/02828_sankou.json | {参考｜さんこう} | 281 | general | noun / suru-verb
pending | entries/05000/05292_mayuge.json | {眉毛｜まゆげ} | 281 | core | noun
pending | entries/05000/05421_furikomi.json | {振込｜ふりこみ} | 281 | general | noun
pending | entries/05000/05427_mugi.json | {麦｜むぎ} | 281 | core | noun
pending | entries/05500/05701_sawayaka.json | {爽｜さわ}やか | 281 | general | na-adjective
pending | entries/05500/05873_hikisagaru.json | {引｜ひ}き{下｜さ}がる | 281 | general | verb (godan)
pending | entries/07500/07669_hyoutenka.json | {氷点下｜ひょうてんか} | 281 | general | noun
pending | entries/08000/08120_shasen.json | {斜線｜しゃせん} | 281 | general | noun
pending | entries/01000/01001_temae.json | {手前｜てまえ} | 282 | general | noun
pending | entries/01000/01361_owari.json | {終｜お}わり | 282 | basic | noun
pending | entries/01500/01792_ita.json | {板｜いた} | 282 | general | noun
pending | entries/02000/02220_take.json | {竹｜たけ} | 282 | general | noun
pending | entries/02000/02231_tsura.json | {面｜つら} | 282 | general | noun
pending | entries/02500/02832_zaseki.json | {座席｜ざせき} | 282 | core | noun
pending | entries/05000/05136_kanzei.json | {関税｜かんぜい} | 282 | general | noun
pending | entries/05000/05314_imin.json | {移民｜いみん} | 282 | general | noun, suru verb
pending | entries/05500/05993_zabuzabu.json | ざぶざぶ | 282 | general | adverb
pending | entries/06000/06029_shinka.json | {進化｜しんか} | 282 | general | noun, suru verb
pending | entries/00500/00959_kiiroi.json | {黄色｜きいろ}い | 283 | basic | adjective (i-adjective)
pending | entries/01000/01139_hou.json | {方｜ほう} | 283 | general | noun
pending | entries/01500/01755_reibou.json | {冷房｜れいぼう} | 283 | core | noun
pending | entries/01500/01909_oshie.json | {教｜おし}え | 283 | core | noun
pending | entries/02000/02010_idaku.json | {抱｜いだ}く | 283 | core | verb (godan)
pending | entries/02500/02703_ketsueki.json | {血液｜けつえき} | 283 | core | noun
pending | entries/02500/02732_kouryuu.json | {交流｜こうりゅう} | 283 | general | noun / suru-verb
pending | entries/02500/02834_shikaku.json | {資格｜しかく} | 283 | general | noun
pending | entries/05000/05069_senpuuki.json | {扇風機｜せんぷうき} | 283 | core | noun
pending | entries/05000/05083_oroshiuri.json | {卸売｜おろしうり} | 283 | general | noun
pending | entries/05000/05142_sankousho.json | {参考書｜さんこうしょ} | 283 | general | noun
pending | entries/06500/06774_baree.json | バレー | 283 | general | noun
pending | entries/01500/01917_ara.json | {粗｜あら} | 284 | core | noun
pending | entries/02500/02838_keiji.json | {掲示｜けいじ} | 284 | core | noun / suru-verb
pending | entries/02500/02929_nomimono.json | {飲｜の}み{物｜もの} | 284 | basic | noun
pending | entries/05000/05137_butsuryuu.json | {物流｜ぶつりゅう} | 284 | core | noun
pending | entries/05000/05201_ahiru.json | アヒル | 284 | general | noun
pending | entries/05000/05240_wookingu.json | ウォーキング | 284 | general | noun
pending | entries/05000/05400_eko.json | エコ | 284 | general | noun
pending | entries/05000/05422_zandaka.json | {残高｜ざんだか} | 284 | general | noun
pending | entries/05000/05462_chuukoku.json | {忠告｜ちゅうこく} | 284 | general | noun / suru verb
pending | entries/05500/05669_yudantaiteki.json | {油断大敵｜ゆだんたいてき} | 284 | general | expression
pending | entries/06500/06775_sunobo.json | スノボ | 284 | general | noun
pending | entries/08000/08216_surikireru.json | {擦｜す}り{切｜き}れる | 284 | general | verb (intransitive)
pending | entries/01000/01296_kawari.json | {代｜か}わり | 285 | general | noun
pending | entries/02000/02198_kame.json | {亀｜かめ} | 285 | core | noun
pending | entries/02500/02936_hare.json | {晴｜は}れ | 285 | basic | noun
pending | entries/04500/04856_kinri.json | {金利｜きんり} | 285 | general | noun
pending | entries/05000/05170_guchagucha.json | ぐちゃぐちゃ | 285 | general | adverb
pending | entries/05000/05253_waei.json | {和英｜わえい} | 285 | core | noun
pending | entries/05500/05574_seisansei.json | {生産性｜せいさんせい} | 285 | general | noun
pending | entries/05500/05828_kankoku.json | {勧告｜かんこく} | 285 | general | noun
pending | entries/00500/00703_heta.json | {下手｜へた} | 286 | general | adjective (na-adjective), noun
pending | entries/00500/00728_kyuu.json | {九｜きゅう} | 286 | basic | number
pending | entries/02000/02197_kaminari.json | {雷｜かみなり} | 286 | general | noun
pending | entries/03500/03599_futago.json | {双子｜ふたご} | 286 | core | noun
pending | entries/03500/03848_suicchi.json | スイッチ | 286 | core | noun
pending | entries/05000/05071_airon.json | アイロン | 286 | general | noun
pending | entries/05000/05326_nagasa.json | {長｜なが}さ | 286 | general | noun
pending | entries/05000/05424_nebiki.json | {値引｜ねび}き | 286 | general | noun
pending | entries/05500/05816_shuppatsuten.json | {出発点｜しゅっぱつてん} | 286 | general | noun
pending | entries/01000/01144_shinsetsu.json | {親切｜しんせつ} | 287 | core | na-adjective
pending | entries/01500/01730_issou.json | {一層｜いっそう} | 287 | core | adverb
pending | entries/01500/01997_ku.json | 〜{区｜く} | 287 | general | suffix
pending | entries/02000/02208_koi.json | {恋｜こい} | 287 | general | noun
pending | entries/02500/02707_kensa.json | {検査｜けんさ} | 287 | general | noun / suru-verb
pending | entries/02500/02830_sanso.json | {酸素｜さんそ} | 287 | general | noun
pending | entries/02500/02925_natsuyasumi.json | {夏休｜なつやす}み | 287 | general | noun
pending | entries/05000/05148_sekibun.json | {積分｜せきぶん} | 287 | general | noun / suru-verb
pending | entries/05000/05411_shishuu.json | {刺繍｜ししゅう} | 287 | general | noun
pending | entries/05000/05467_nyuukin.json | {入金｜にゅうきん} | 287 | general | noun / suru verb
pending | entries/05500/05507_chadou.json | {茶道｜ちゃどう} | 287 | general | noun
pending | entries/05500/05989_misshiri.json | みっしり | 287 | general | adverb
pending | entries/08000/08149_kontorabasu.json | コントラバス | 287 | general | noun
pending | entries/00000/00055_gakkou.json | {学校｜がっこう} | 288 | basic | noun
pending | entries/00500/00740_oishii.json | {美味｜おい}しい | 288 | basic | adjective (i-adjective)
pending | entries/01000/01319_mousu.json | 申す | 288 | general | verb
pending | entries/02500/02500_shinjin.json | {新人｜しんじん} | 288 | core | noun
pending | entries/04000/04155_kondate.json | {献立｜こんだて} | 288 | general | noun
pending | entries/05000/05095_kibo.json | {規模｜きぼ} | 288 | general | noun
pending | entries/05000/05179_gutto.json | ぐっと | 288 | general | adverb
pending | entries/05500/05549_rippoutai.json | {立方体｜りっぽうたい} | 288 | general | noun
pending | entries/05500/05572_shinraisei.json | {信頼性｜しんらいせい} | 288 | general | noun
pending | entries/00500/00915_ano.json | あの | 289 | basic | pre-noun adjectival, interjection
pending | entries/00500/00956_kagetsu.json | ヶ{月｜げつ} | 289 | basic | counter
pending | entries/02000/02003_chan.json | 〜ちゃん | 289 | general | suffix
pending | entries/02000/02007_mama.json | 〜まま | 289 | core | noun; particle
pending | entries/02000/02149_kan.json | {勘｜かん} | 289 | general | noun
pending | entries/05000/05135_shukka.json | {出荷｜しゅっか} | 289 | general | noun / suru-verb
pending | entries/05000/05165_barabara.json | ばらばら | 289 | general | adverb
pending | entries/05500/05561_kandan.json | {寒暖｜かんだん} | 289 | general | noun
pending | entries/05500/05779_sokumen.json | {側面｜そくめん} | 289 | general | noun
pending | entries/08000/08111_shitasaki.json | {舌先｜したさき} | 289 | general | noun
pending | entries/00500/00944_ikutsu.json | {幾｜いく}つ | 290 | basic | pronoun
pending | entries/01500/01815_akiru.json | {飽｜あ}きる | 290 | core | verb (ichidan)
pending | entries/02000/02182_en.json | {縁｜えん} | 290 | general | noun
pending | entries/02500/02700_kesshin.json | {決心｜けっしん} | 290 | general | noun / suru-verb
pending | entries/03500/03978_ido.json | {緯度｜いど} | 290 | general | noun
pending | entries/04500/04783_daigakuin.json | {大学院｜だいがくいん} | 290 | core | noun
pending | entries/04500/04808_koureika.json | {高齢化｜こうれいか} | 290 | general | noun
pending | entries/05000/05366_bishobisho.json | びしょびしょ | 290 | general | adverb
pending | entries/05500/05592_higata.json | {干潟｜ひがた} | 290 | general | noun
pending | entries/06000/06028_minshu.json | {民主｜みんしゅ} | 290 | general | noun, prefix
pending | entries/07500/07785_mashita.json | {真下｜ました} | 290 | general | noun
pending | entries/01000/01128_sugoi.json | すごい | 291 | core | adjective (i-adjective)
pending | entries/01500/01733_icchi.json | {一致｜いっち} | 291 | general | noun/suru verb
pending | entries/02000/02151_ken.json | {県｜けん} | 291 | general | noun
pending | entries/02000/02490_kiroku.json | {記録｜きろく} | 291 | general | noun
pending | entries/02500/02728_koudou.json | {行動｜こうどう} | 291 | general | noun / suru-verb
pending | entries/02500/02829_sansei.json | {賛成｜さんせい} | 291 | general | noun / suru-verb
pending | entries/02500/02884_sakubun.json | {作文｜さくぶん} | 291 | general | noun / suru-verb
pending | entries/03000/03334_jiki.json | {磁気｜じき} | 291 | general | noun
pending | entries/05000/05108_appudeeto.json | アップデート | 291 | general | noun / suru-verb
pending | entries/05000/05279_netto.json | ネット | 291 | general | noun
pending | entries/05000/05331_kyori.json | {距離｜きょり} | 291 | general | noun
pending | entries/05000/05392_arare.json | {霰｜あられ} | 291 | general | noun
pending | entries/05500/05793_tankyuushin.json | {探究心｜たんきゅうしん} | 291 | general | noun
pending | entries/05500/05823_shochi.json | {処置｜しょち} | 291 | general | noun
pending | entries/08000/08091_hangetsugiri.json | {半月切｜はんげつぎ}り | 291 | general | noun
pending | entries/01500/01887_ushinau.json | {失｜うしな}う | 292 | core | verb (godan)
pending | entries/02000/02022_osameru.json | {収｜おさ}める | 292 | core | verb (ichidan)
pending | entries/02500/02817_goukei.json | {合計｜ごうけい} | 292 | general | noun / suru-verb
pending | entries/02500/02827_sawagi.json | {騒｜さわ}ぎ | 292 | general | noun
pending | entries/03000/03406_taba.json | {束｜たば} | 292 | general | noun, counter
pending | entries/05000/05092_doui.json | {同意｜どうい} | 292 | general | noun / suru-verb
pending | entries/05000/05100_touron.json | {討論｜とうろん} | 292 | core | noun / suru-verb
pending | entries/05000/05370_isoiso.json | いそいそ | 292 | general | adverb
pending | entries/05000/05419_kouza.json | {口座｜こうざ} | 292 | core | noun
pending | entries/08000/08041_fuzaichakushin.json | {不在着信｜ふざいちゃくしん} | 292 | general | noun
pending | entries/08000/08140_hippuhoppu.json | ヒップホップ | 292 | general | noun
pending | entries/00500/00927_dochira.json | どちら | 293 | basic | pronoun
pending | entries/01000/01277_kagaku.json | {科学｜かがく} | 293 | general | noun
pending | entries/01500/01847_taiinsuru.json | {退院｜たいいん}する | 293 | general | noun, verb (suru)
pending | entries/02500/02718_genshou.json | {現象｜げんしょう} | 293 | general | noun
pending | entries/02500/02812_konnani.json | こんなに | 293 | core | adverb
pending | entries/02500/02844_abiru.json | {浴｜あ}びる | 293 | core | ichidan verb
pending | entries/03500/03637_yagate.json | やがて | 293 | core | adverb
pending | entries/03500/03831_arubamu.json | アルバム | 293 | core | noun
pending | entries/04000/04162_shimekiri.json | {締｜し}め{切｜き}り | 293 | core | noun
pending | entries/05000/05176_gorogoro.json | ごろごろ | 293 | general | adverb
pending | entries/05000/05202_niwatori.json | {鶏｜にわとり} | 293 | core | noun
pending | entries/05500/05996_yuuetsukan.json | {優越感｜ゆうえつかん} | 293 | general | noun
pending | entries/06000/06007_jintai.json | {靭帯｜じんたい} | 293 | general | noun
pending | entries/01000/01127_ooi.json | {多｜おお}い | 294 | basic | adjective (i-adjective)
pending | entries/02000/02192_kata.json | {肩｜かた} | 294 | basic | noun
pending | entries/02000/02199_ki.json | {気｜き} | 294 | core | noun
pending | entries/02500/02710_kentou.json | {検討｜けんとう} | 294 | general | noun / suru-verb
pending | entries/02500/02727_koushou.json | {交渉｜こうしょう} | 294 | general | noun / suru-verb
pending | entries/02500/02940_bangohan.json | {晩｜ばん}ご{飯｜はん} | 294 | basic | noun
pending | entries/04000/04175_satsuei.json | {撮影｜さつえい} | 294 | core | noun
pending | entries/05000/05141_ryuunen.json | {留年｜りゅうねん} | 294 | general | noun / suru-verb
pending | entries/05000/05349_shaburu.json | しゃぶる | 294 | general | godan verb
pending | entries/05500/05678_kanjouteki.json | {感情的｜かんじょうてき} | 294 | general | na-adjective
pending | entries/05500/05805_seigousei.json | {整合性｜せいごうせい} | 294 | general | noun
pending | entries/01500/01807_ittai.json | {一帯｜いったい} | 295 | general | noun
pending | entries/04000/04014_teki.json | 〜{滴｜てき} | 295 | core | counter
pending | entries/05000/05119_keshouhin.json | {化粧品｜けしょうひん} | 295 | core | noun
pending | entries/05000/05404_kanashimi.json | {悲｜かな}しみ | 295 | general | noun
pending | entries/05000/05468_shukkin.json | {出金｜しゅっきん} | 295 | general | noun / suru verb
pending | entries/05500/05559_kyoujaku.json | {強弱｜きょうじゃく} | 295 | general | noun
pending | entries/07500/07755_iidii.json | ED | 295 | general | noun
pending | entries/08000/08040_chakushinon.json | {着信音｜ちゃくしんおん} | 295 | general | noun
pending | entries/01500/01758_wasuremono.json | {忘｜わす}れ{物｜もの} | 296 | general | noun
pending | entries/01500/01787_izumi.json | {泉｜いずみ} | 296 | general | noun
pending | entries/02000/02165_hara.json | {腹｜はら} | 296 | basic | noun
pending | entries/02500/02806_kokumotsu.json | {穀物｜こくもつ} | 296 | core | noun
pending | entries/02500/02899_kudasai.json | {下｜くだ}さい | 296 | basic | auxiliary
pending | entries/03000/03033_heijitsu.json | {平日｜へいじつ} | 296 | core | noun
pending | entries/03500/03855_taitoru.json | タイトル | 296 | general | noun
pending | entries/04000/04157_saisan.json | {再三｜さいさん} | 296 | general | adverb
pending | entries/05000/05173_nurunuru.json | ぬるぬる | 296 | general | adverb
pending | entries/05000/05193_retasu.json | レタス | 296 | general | noun
pending | entries/05000/05232_dokushou.json | {独唱｜どくしょう} | 296 | general | noun
pending | entries/05000/05246_ozonsou.json | オゾン{層｜そう} | 296 | general | noun
pending | entries/05000/05446_suichoku.json | {垂直｜すいちょく} | 296 | general | noun / na-adjective
pending | entries/01000/01112_tsurai.json | {辛｜つら}い | 297 | core | adjective (i-adjective)
pending | entries/01500/01732_mawari.json | {周｜まわ}り | 297 | general | noun
pending | entries/01500/01760_wariai.json | {割合｜わりあい} | 297 | general | noun, adverb
pending | entries/01500/01849_nyuuinsuru.json | {入院｜にゅういん}する | 297 | general | noun, verb (suru)
pending | entries/02000/02268_washi.json | {和紙｜わし} | 297 | general | noun
pending | entries/02000/02276_aki.json | {秋｜あき} | 297 | basic | noun
pending | entries/03000/03099_teepurekoodaa.json | テープレコーダー | 297 | general | noun
pending | entries/03500/03635_moyou.json | {模様｜もよう} | 297 | general | noun
pending | entries/04000/04133_yakan.json | {夜間｜やかん} | 297 | core | noun
pending | entries/05000/05254_chirigami.json | {塵紙｜ちりがみ} | 297 | general | noun
pending | entries/05000/05283_hiitaa.json | ヒーター | 297 | general | noun
pending | entries/05000/05313_nanmin.json | {難民｜なんみん} | 297 | core | noun
pending | entries/05000/05335_warizan.json | {割｜わ}り{算｜ざん} | 297 | general | noun
pending | entries/05000/05339_tarasu.json | {垂｜た}らす | 297 | general | godan verb
pending | entries/05000/05494_seijinshiki.json | {成人式｜せいじんしき} | 297 | general | noun
pending | entries/05500/05807_kanreki.json | {還暦｜かんれき} | 297 | general | noun
pending | entries/08000/08076_gyoukanwoyomu.json | {行間｜ぎょうかん}を{読｜よ}む | 297 | general | expression
pending | entries/08000/08148_arenji.json | アレンジ | 297 | general | noun
pending | entries/01500/01783_ikimono.json | {生｜い}き{物｜もの} | 298 | core | noun
pending | entries/02000/02190_kagami.json | {鏡｜かがみ} | 298 | core | noun
pending | entries/02500/02717_gengo.json | {言語｜げんご} | 298 | general | noun
pending | entries/02500/02798_koukuu.json | {航空｜こうくう} | 298 | general | noun
pending | entries/02500/02816_goukaku.json | {合格｜ごうかく} | 298 | core | noun / suru-verb
pending | entries/02500/02892_itsutsu.json | {五｜いつ}つ | 298 | basic | noun
pending | entries/04000/04131_jojoni.json | {徐々｜じょじょ}に | 298 | general | adverb
pending | entries/05000/05161_pekopeko.json | ぺこぺこ | 298 | core | adverb
pending | entries/05000/05181_raamen.json | ラーメン | 298 | general | noun
pending | entries/05000/05438_seihoukei.json | {正方形｜せいほうけい} | 298 | core | noun
pending | entries/05500/05588_momijigari.json | {紅葉狩｜もみじが}り | 298 | core | noun
pending | entries/05500/05608_egui.json | えぐい | 298 | general | i-adjective
pending | entries/05500/05917_shikakui.json | {四角｜しかく}い | 298 | general | i-adjective
pending | entries/05500/05987_dosadosa.json | どさどさ | 298 | general | adverb
pending | entries/07000/07010_sennuki.json | {栓｜せん}{抜｜ぬ}き | 298 | general | noun
pending | entries/07000/07324_gyoukan.json | {行間｜ぎょうかん} | 298 | general | noun
pending | entries/07500/07760_emutii.json | MT | 298 | general | noun
pending | entries/01500/01817_azukaru.json | {預｜あず}かる | 299 | core | verb (godan)
pending | entries/01500/01850_inyou.json | {引用｜いんよう} | 299 | general | noun/suru verb
pending | entries/02500/02708_kensetsu.json | {建設｜けんせつ} | 299 | general | noun / suru-verb
pending | entries/02500/02813_kotoniyoruto.json | ことによると | 299 | general | adverb
pending | entries/05000/05143_housoku.json | {法則｜ほうそく} | 299 | general | noun
pending | entries/05000/05160_guruguru.json | ぐるぐる | 299 | general | adverb
pending | entries/05000/05329_atsusa.json | {厚｜あつ}さ | 299 | general | noun
pending | entries/05000/05418_osero.json | オセロ | 299 | general | noun
pending | entries/05000/05426_shimi.json | {染｜し}み | 299 | general | noun
pending | entries/05500/05601_esuenuesu.json | SNS | 299 | general | noun
pending | entries/05500/05794_dokusousei.json | {独創性｜どくそうせい} | 299 | general | noun
pending | entries/06000/06035_buubuu.json | ぶーぶー | 299 | general | adverb, noun
