completed | 00001_amaru | 余る | general | godan verb
pending | 10465_moushideru | 申し出る | general | verb-ichidan
pending | 10466_au | 合う | general | verb-godan
pending | 10467_tonaeru | 唱える | general | verb-ichidan
pending | 10468_sensu | センス | general | noun
pending | 10469_sei | せい | general | noun
pending | 10470_tsukimono | 付き物 | general | noun
pending | 10471_dekirukagiri | できる限り | general | expression, adverb
pending | 10472_totteoki | とっておき | general | noun, adjective (no)
pending | 10473_hissori | ひっそり | general | adverb, onomatopoeia
pending | 10474_hitokuchi | 一口 | general | noun
pending | 10475_fukafuka | ふかふか | general | na-adjective, adverb, onomatopoeia
pending | 10476_fusawashii | 相応しい | general | adjective (i)
pending | 10477_funwari | ふんわり | general | adverb, onomatopoeia
pending | 10478_houbi | 褒美 | general | noun
pending | 10479_shabushabu | しゃぶしゃぶ | general | noun, onomatopoeia
pending | 10480_shinnari | しんなり | general | adverb, onomatopoeia
pending | 10481_susuki | すすき | general | noun
pending | 10482_zutazuta | ずたずた | general | na-adjective, adverb, onomatopoeia
pending | 10483_chimachima | ちまちま | general | adverb, onomatopoeia
pending | 10484_tsukemen | つけ麺 | general | noun
pending | 10485_donkusai | どんくさい | general | adjective (i)
pending | 10486_haseru | 馳せる | general | verb (ichidan)
pending | 10487_hazure | 外れ | general | noun
pending | 10488_hanahada | 甚だ | general | adverb
pending | 10489_baramaku | ばら撒く | general | verb (godan)
pending | 10490_hiiki | 贔屓 | general | noun, suru-verb
pending | 10491_hikikomori | 引きこもり | general | noun
pending | 10492_hitamuki | ひたむき | general | adjective (na)
pending | 10493_hitokiwa | 一際 | general | adverb
pending | 10494_hitotoki | ひととき | general | noun
pending | 10495_hyoushi | 拍子 | general | noun
pending | 10496_hogusu | ほぐす | general | verb (godan)
pending | 10497_honobono | ほのぼの | general | na-adjective, adverb, onomatopoeia
pending | 10498_horonigai | ほろ苦い | general | adjective (i)
pending | 10499_samurai | 侍 | general | noun
pending | 10500_tare | タレ | general | noun
pending | 10501_hiyoko | ひよこ | general | noun
pending | 10502_buatsui | 分厚い | general | adjective (i)
pending | 10503_hogureru | ほぐれる | general | verb (ichidan)
pending | 10504_hodoku | ほどく | general | verb (godan)
pending | 10505_madamada | まだまだ | general | adverb
pending | 10506_matome | まとめ | general | noun
pending | 10507_matomo | まとも | general | adjective (na)
pending | 10508_nazoru | なぞる | general | verb (godan)
pending | 10509_sarau | 攫う | general | verb (godan)
pending | 10510_shitatameru | したためる | general | verb (ichidan)
pending | 10511_sudare | 簾 | general | noun
pending | 10512_tamariba | 溜まり場 | general | noun
pending | 10513_chirashizushi | ちらし寿司 | general | noun
pending | 10514_hikinige | ひき逃げ | general | noun
pending | 10515_hisoka | 密か | general | adjective (na)
pending | 10516_hikkurikaesu | ひっくり返す | general | verb (godan)
pending | 10517_hinamatsuri | ひな祭り | general | noun
pending | 10518_himotoku | 紐解く | general | verb (godan)
pending | 10519_hirugaesu | 翻す | general | verb (godan)
pending | 10520_furumai | 振る舞い | general | noun
pending | 10521_buchimakeru | ぶちまける | general | verb (ichidan)
pending | 10522_bureru | ぶれる | general | verb (ichidan)
pending | 10523_machimachi | まちまち | general | adjective (na)
pending | 10524_massara | まっさら | general | adjective (na)
pending | 10525_mabara | まばら | general | adjective (na)
pending | 10526_muriyari | 無理やり | general | adverb
pending | 10527_megumi | 恵み | general | noun
pending | 10528_mezasu | 目指す | general | verb (godan)
pending | 10529_noni | のに | general | conjunction
pending | 10530_nagara | ながら | general | conjunction
pending | 10531_sayounara | さようなら | general | expression
pending | 10532_yarikata | やり方 | general | noun
pending | 10533_kurumaisu | 車椅子 | general | noun
pending | 10534_suisha | 水車 | general | noun
pending | 10535_kazaguruma | 風車 | general | noun
pending | 10536_daizu | 大豆 | general | noun
pending | 10537_panku | パンク | general | noun, suru verb
pending | 10538_harasu | 晴らす | general | godan verb (transitive)
pending | 10539_futtobu | 吹っ飛ぶ | general | godan verb (intransitive)
pending | 10540_majieru | 交じえる | general | ichidan verb (transitive)
pending | 10541_tatekaeru | 建て替える | general | ichidan verb (transitive)
pending | 10542_tsukitsukeru | 突きつける | general | ichidan verb (transitive)
pending | 10543_yumemiru | 夢見る | general | ichidan verb (transitive)
pending | 10544_hikkurikaeru | ひっくり返る | general | verb (godan)
pending | 10545_marugoto | 丸ごと | general | adverb
pending | 10546_motarasu | もたらす | general | verb (godan)
pending | 10547_maneru | 真似る | general | verb (ichidan)
pending | 10548_manugareru | 免れる | general | verb (ichidan)
pending | 10549_yatai | 屋台 | general | noun
pending | 10550_nekojita | 猫舌 | general | noun
pending | 10551_asameshimae | 朝飯前 | general | noun
pending | 10552_seiza | 正座 | general | noun, suru verb
pending | 10553_hamon | 波紋 | general | noun
pending | 10554_setogiwa | 瀬戸際 | general | noun
pending | 10555_dotanba | 土壇場 | general | noun
pending | 10556_sente | 先手 | general | noun
pending | 10557_gote | 後手 | general | noun
pending | 10558_tenbai | 転売 | general | noun, suru verb
pending | 10559_uchiwake | 内訳 | general | noun
pending | 10560_yoin | 余韻 | general | noun
pending | 10561_kanmei | 感銘 | general | noun
pending | 10562_tegara | 手柄 | general | noun
pending | 10563_tehon | 手本 | general | noun
pending | 10564_tesaguri | 手探り | general | noun
pending | 10565_bachigai | 場違い | general | noun, na-adjective
pending | 10566_mitooshi | 見通し | general | noun
pending | 10567_jittai | 実態 | general | noun
pending | 10568_meiyo | 名誉 | general | noun
pending | 10569_okuyuki | 奥行き | general | noun
pending | 10570_kanroku | 貫禄 | general | noun
pending | 10571_kakegoe | 掛け声 | general | noun
pending | 10572_matsuwaru | 纏わる | general | verb (godan)
pending | 10573_matou | 纏う | general | verb (godan)
pending | 10574_maccha | 抹茶 | general | noun
pending | 10575_shouko | 証拠 | general | noun
pending | 10576_nanigenai | 何気ない | general | adjective (i-adjective)
pending | 10577_kiso | 起訴 | general | noun / verb (suru)
pending | 10578_wakai | 和解 | general | noun / verb (suru)
pending | 10579_bengo | 弁護 | general | noun / verb (suru)
pending | 10580_tenteki | 点滴 | general | noun
pending | 10581_masui | 麻酔 | general | noun
pending | 10582_hanga | 版画 | general | noun
pending | 10583_orimono | 織物 | general | noun
pending | 10584_urushi | 漆 | general | noun
pending | 10585_tsukisou | 付き添う | general | verb (godan)
pending | 10586_kamiau | 噛み合う | general | verb (godan)
pending | 10587_yorisou | 寄り添う | general | verb (godan)
pending | 10588_iribitaru | 入り浸る | general | verb (godan)
pending | 10589_nagedasu | 投げ出す | general | verb (godan)
pending | 10590_sosonokasu | そそのかす | general | verb (godan)
pending | 10591_chitsujo | 秩序 | general | noun
pending | 10592_gyakusetsu | 逆説 | general | noun
pending | 10593_shinkyou | 心境 | general | noun
pending | 10594_munasawagi | 胸騒ぎ | general | noun
pending | 10595_uiuishii | 初々しい | general | adjective (i-adjective)
pending | 10596_memagurushii | 目まぐるしい | general | adjective (i-adjective)
pending | 10597_shikaeshi | 仕返し | general | noun
pending | 10598_dekigokoro | 出来心 | general | noun
pending | 10599_shuraba | 修羅場 | general | noun
pending | 10600_kengen | 権限 | general | noun
pending | 10601_funin | 赴任 | general | noun / verb (suru)
pending | 10602_osusowake | お裾分け | general | noun
pending | 10603_kiten | 機転 | general | noun
pending | 10604_shosa | 所作 | general | noun
pending | 10605_mikoshi | 神輿 | general | noun
pending | 10606_himatsubushi | 暇潰し | general | noun
pending | 10607_kuchakucha | くちゃくちゃ | general | adverb, onomatopoeia
pending | 10608_kamisan | かみさん | general | noun
pending | 10609_kogitsukeru | 漕ぎ着ける | general | verb (ichidan)
pending | 10610_nazoraeru | なぞらえる | general | verb (ichidan)
pending | 10611_hikkakeru | 引っ掛ける | general | verb (ichidan)
pending | 10612_himojii | ひもじい | general | adjective (i)
pending | 10613_burasageru | ぶら下げる | general | verb (ichidan)
pending | 10614_fureau | 触れ合う | general | verb (godan)
pending | 10615_minasu | 見なす | general | verb (godan)
pending | 10616_midokoro | 見どころ | general | noun
pending | 10617_muko | 婿 | general | noun
pending | 10618_mokuromu | 目論む | general | verb (godan)
pending | 10619_kamishibai | 紙芝居 | general | noun
pending | 10620_ennichi | 縁日 | general | noun
pending | 10621_kimodameshi | 肝試し | general | noun
pending | 10622_torikoshigurou | 取り越し苦労 | general | noun
pending | 10623_meigi | 名義 | general | noun
pending | 10624_sakaime | 境目 | general | noun
pending | 10625_ashidori | 足取り | general | noun
pending | 10626_neguse | 寝癖 | general | noun
pending | 10627_udegumi | 腕組み | general | noun
pending | 10628_orikaeshi | 折り返し | general | noun, adverb
pending | 10629_harebareshii | 晴れ晴れしい | general | adjective (i)
pending | 10630_kougoushii | 神々しい | general | adjective (i)
pending | 10631_yomikikase | 読み聞かせ | general | noun
pending | 10632_hatsu | 初 | general | prefix
pending | 10633_tobihi | 飛び火 | general | noun
pending | 10634_sanpai | 参拝 | general | noun, suru verb
pending | 10635_motenasu | もてなす | general | verb (godan)
pending | 10636_motehayasu | もてはやす | general | verb (godan)
pending | 10637_yogiru | 過る | general | verb (godan)
pending | 10638_yokosu | 寄越す | general | verb (godan)
pending | 10639_matagaru | 跨がる | general | verb (godan)
pending | 10640_kubireru | くびれる | general | verb (ichidan)
pending | 10641_okkanai | おっかない | general | adjective (i)
pending | 10642_kimiwarui | 気味悪い | general | adjective (i)
pending | 10643_monozukuri | ものづくり | general | noun
pending | 10644_mononoke | 物の怪 | general | noun
pending | 10645_moyashi | もやし | general | noun
pending | 10646_yagura | 櫓 | general | noun
pending | 10647_yarase | やらせ | general | noun
pending | 10648_yuurei | 幽霊 | general | noun
pending | 10649_yue | 故 | general | noun
pending | 10650_yukari | ゆかり | general | noun
pending | 10651_yudetamago | ゆで卵 | general | noun
pending | 10652_yutori | ゆとり | general | noun
pending | 10653_yohodo | 余程 | general | adverb
pending | 10654_wakame | わかめ | general | noun
pending | 10655_wabi | 侘び | general | noun
pending | 10656_hikidemono | 引き出物 | general | noun
pending | 10657_tehazu | 手筈 | general | noun
pending | 10658_bengi | 便宜 | general | noun
pending | 10659_datsuryoku | 脱力 | general | noun
pending | 10660_chanoma | 茶の間 | general | noun
pending | 10661_nanori | 名乗り | general | noun
pending | 10662_junrei | 巡礼 | general | noun
pending | 10663_hakamairi | 墓参り | general | noun
pending | 10664_mochigome | もち米 | general | noun
pending | 10665_kata | 方 | general | noun, suffix
pending | 10666_mottekuru | 持ってくる | general | verb (kuru compound)
pending | 10667_ikeru | 生ける | general | verb (ichidan)
pending | 10668_konoha | 木の葉 | general | noun
pending | 10669_suwarigokochi | 座り心地 | general | noun
pending | 10670_tachinoboru | 立ち上る | general | verb (godan)
pending | 10671_tachiiri | 立ち入り | general | noun
pending | 10672_meiseki | 明晰 | general | adjective (na)
pending | 10673_suijiba | 炊事場 | general | noun
pending | 10674_ichiin | 一因 | general | noun
pending | 10675_hijoukin | 非常勤 | general | noun, adjective (no)
pending | 10676_koukennin | 後見人 | general | noun
pending | 10677_mikaifuu | 未開封 | general | noun, adjective (no)
pending | 10678_hoozue | 頬杖 | general | noun
pending | 10679_hetaru | へたる | general | verb (godan)
pending | 10680_igen | 威厳 | general | noun
pending | 10681_ribensei | 利便性 | general | noun
pending | 10682_ichinin | 一任 | general | noun (する verb)
pending | 10683_soburi | 素振り | general | noun
pending | 10684_iyake | 嫌気 | general | noun
pending | 10685_kaoawase | 顔合わせ | general | noun
pending | 10686_mizugiwa | 水際 | general | noun
pending | 10687_kuchizoe | 口添え | general | noun
pending | 10688_aidentiti | アイデンティティ | general | noun
pending | 10689_sannan | 三男 | general | noun
pending | 10690_sanjo | 三女 | general | noun
pending | 10691_kunoichi | くノ一 | general | noun
pending | 10692_nemutai | ねむたい | general | adjective (i)
pending | 10693_girinooya | 義理の親 | general | noun
pending | 10694_nettokaisen | ネット回線 | general | noun
pending | 10695_autodoa | アウトドア | general | noun
pending | 10696_akusesu | アクセス | general | noun / verb (suru)
pending | 10697_akusento | アクセント | general | noun
pending | 10698_atorie | アトリエ | general | noun
pending | 10699_adobaisu | アドバイス | general | noun / verb (suru)
pending | 10700_anaunsu | アナウンス | general | noun / verb (suru)
pending | 10701_apiiru | アピール | general | noun / verb (suru)
pending | 10702_apuroochi | アプローチ | general | noun / verb (suru)
pending | 10703_aho | アホ | general | noun / adjective (na)
pending | 10704_abokado | アボカド | general | noun
pending | 10705_arasaa | アラサー | general | noun
pending | 10706_arafoo | アラフォー | general | noun
pending | 10707_araamu | アラーム | general | noun
pending | 10708_ariina | アリーナ | general | noun
pending | 10709_arufabetto | アルファベット | general | noun
pending | 10710_awabi | アワビ | general | noun
pending | 10711_aakaibu | アーカイブ | general | noun / verb (suru)
pending | 10712_aatisuto | アーティスト | general | noun
pending | 10713_aato | アート | general | noun
pending | 10714_aamondo | アーモンド | general | noun
pending | 10715_ikura | イクラ | general | noun
pending | 10716_ichioshi | イチオシ | general | noun
pending | 10717_irasuto | イラスト | general | noun
pending | 10718_iwashi | イワシ | general | noun
pending | 10719_insutanto | インスタント | general | noun / adjective (na)
pending | 10720_inbaundo | インバウンド | general | noun
pending | 10721_inpakuto | インパクト | general | noun
pending | 10722_uroko | 鱗 | general | noun
pending | 10723_ekisu | エキス | general | noun
pending | 10724_essei | エッセイ | general | noun
pending | 10725_epuron | エプロン | general | noun
pending | 10726_eria | エリア | general | noun
pending | 10727_esukareeto | エスカレート | general | noun / verb (suru)
pending | 10728_ebidensu | エビデンス | general | noun
pending | 10729_episoodo | エピソード | general | noun
pending | 10730_amachua | アマチュア | general | noun
pending | 10731_oiru | オイル | general | noun
pending | 10732_osu | 雄 | general | noun
pending | 10733_ofu | オフ | general | noun
pending | 10734_autoputto | アウトプット | general | noun / verb (suru)
pending | 10735_inputto | インプット | general | noun / verb (suru)
pending | 10736_asufaruto | アスファルト | general | noun
pending | 10737_araato | アラート | general | noun
pending | 10738_entorii | エントリー | general | noun / verb (suru)
pending | 10739_kke | っけ | general | particle
pending | 10740_kamo | かも | general | particle
pending | 10741_yoshi | よし | general | interjection
pending | 10742_imahitotsu | いまひとつ | general | adverb / adjective (na)
pending | 10743_choi | ちょい | general | adverb
pending | 10744_sousou | そうそう | general | interjection
pending | 10745_doushiyou | どうしよう | general | expression
pending | 10746_anosa | あのさ | general | interjection
pending | 10747_deetatsuushin | データ通信 | general | noun
pending | 10748_foroba | フォロバ | general | noun / verb (suru)
pending | 10749_akushon | アクション | general | noun
pending | 10750_ashisutanto | アシスタント | general | noun
pending | 10751_akademii | アカデミー | general | noun
pending | 10752_eejento | エージェント | general | noun
pending | 10753_irasutoreetaa | イラストレーター | general | noun
pending | 10754_yossha | よっしゃ | general | interjection
pending | 10755_mitai | みたい | general | suffix / na-adjective
pending | 10756_gorotsuki | ごろつき | general | noun
pending | 10757_nikoutairitsu | 二項対立 | general | noun
pending | 10758_kuukiyomu | 空気読む | general | expression (verb)
pending | 10759_kakkowarui | かっこわるい | general | i-adjective
pending | 10760_pochiru | ポチる | general | verb (godan)
pending | 10761_nandemoii | なんでもいい | general | expression
pending | 10762_toiukotode | ということで | general | expression
pending | 10763_dayone | だよね | general | expression
pending | 10764_desho | でしょ | general | expression
pending | 10765_tataki | 三和土 | general | noun
pending | 10766_demosa | でもさ | general | expression
pending | 10767_maane | まあね | general | expression
pending | 10768_tekotoha | てことは | general | expression
pending | 10769_nanisore | なにそれ | general | expression
pending | 10770_iiyo | いいよ | general | expression
pending | 10771_honmani | ほんまに | general | adverb
pending | 10772_omoroi | おもろい | general | i-adjective
pending | 10773_akajikokusai | 赤字国債 | general | noun
pending | 10774_agarigamachi | 上がり框 | general | noun
pending | 10775_entaateinmento | エンターテインメント | general | noun
pending | 10776_yanchasuru | やんちゃする | general | verb (suru)
pending | 10777_tamego | タメ語 | general | noun
pending | 10778_tarui | たるい | general | i-adjective
pending | 10779_norigawarui | ノリが悪い | general | expression
pending | 10780_yaba | やばっ | general | interjection
pending | 10781_busaiku | ブサイク | general | noun, na-adjective
pending | 10782_yatsu | やつ | general | pronoun / noun
pending | 10783_kuso | くそ | general | interjection / prefix
pending | 10784_ocharakeru | おちゃらける | general | verb (ichidan)
pending | 10785_onboro | おんぼろ | general | adjective (na) / noun
pending | 10786_kaki | 牡蠣 | general | noun
pending | 10787_kasutera | カステラ | general | noun
pending | 10788_kabu | 蕪 | general | noun
pending | 10789_kankan | かんかん | general | na-adjective, adverb, onomatopoeia
pending | 10790_kanpyou | 干瓢 | general | noun
pending | 10791_gakugaku | ガクガク | general | adverb, onomatopoeia
pending | 10792_garakuta | がらくた | general | noun
pending | 10793_kanikama | カニカマ | general | noun
pending | 10794_kikurage | キクラゲ | general | noun
pending | 10795_gizagiza | ギザギザ | general | noun, na-adjective, onomatopoeia
pending | 10796_kimo | 肝 | general | noun
pending | 10797_kyacchikopii | キャッチコピー | general | noun
pending | 10798_kukkii | クッキー | general | noun
pending | 10799_kusshon | クッション | general | noun
pending | 10800_guzzu | グッズ | general | noun
pending | 10801_guzu | ぐず | general | noun / adjective (na)
pending | 10802_kakuteru | カクテル | general | noun
pending | 10803_karafuru | カラフル | general | adjective (na)
pending | 10804_kuizu | クイズ | general | noun
pending | 10805_kachuusha | カチューシャ | general | noun
pending | 10806_katarogu | カタログ | general | noun
pending | 10807_omuretsu | オムレツ | general | noun
pending | 10808_oriibu | オリーブ | general | noun
pending | 10809_kyanpeen | キャンペーン | general | noun
pending | 10810_gyagu | ギャグ | general | noun
pending | 10811_gyanburu | ギャンブル | general | noun
pending | 10812_kurabu | クラブ | general | noun
pending | 10813_guraundo | グラウンド | general | noun
pending | 10814_kuroon | クローン | general | noun
pending | 10815_kicchin | キッチン | general | noun
pending | 10816_kauntaa | カウンター | general | noun
pending | 10817_kaosu | カオス | general | noun / na-adjective
pending | 10818_katto | カット | general | noun / suru verb
pending | 10819_kategorii | カテゴリー | general | noun
pending | 10820_karaa | カラー | general | noun
pending | 10821_kyaria | キャリア | general | noun
pending | 10822_kyanpasu | キャンパス | general | noun
pending | 10823_kirisutokyou | キリスト教 | general | noun
pending | 10824_gifuto | ギフト | general | noun
pending | 10825_kuria | クリア | general | noun / na-adjective / suru verb
pending | 10826_kurejitto | クレジット | general | noun
pending | 10827_guranpuri | グランプリ | general | noun
pending | 10828_opushon | オプション | general | noun
pending | 10829_orijinaru | オリジナル | general | noun / no-adjective
pending | 10830_oonaa | オーナー | general | noun
pending | 10831_oopun | オープン | general | noun / na-adjective / suru verb
pending | 10832_kiiwaado | キーワード | general | noun
pending | 10833_gyararii | ギャラリー | general | noun
pending | 10834_gaidorain | ガイドライン | general | noun
pending | 10835_gatagoto | ガタゴト | general | adverb, noun, onomatopoeia
pending | 10836_kyasshukaado | キャッシュカード | general | noun
pending | 10837_kyarameru | キャラメル | general | noun
pending | 10838_kimuchi | キムチ | general | noun
pending | 10839_kiipu | キープ | general | noun / suru verb
pending | 10840_oodishon | オーディション | general | noun
pending | 10841_oopuningu | オープニング | general | noun
pending | 10842_gaidansu | ガイダンス | general | noun
pending | 10843_kaabon | カーボン | general | noun
pending | 10844_karuchaa | カルチャー | general | noun
pending | 10845_gurume | グルメ | general | noun / na-adjective
pending | 10846_gureezoon | グレーゾーン | general | noun
pending | 10847_guroobaru | グローバル | general | na-adjective
pending | 10848_kea | ケア | general | noun / verb (suru)
pending | 10849_gesuto | ゲスト | general | noun
pending | 10850_getto | ゲット | general | noun / verb (suru)
pending | 10851_geeto | ゲート | general | noun
pending | 10852_koin | コイン | general | noun
pending | 10853_kosume | コスメ | general | noun
pending | 10854_komedi | コメディ | general | noun
pending | 10855_korabo | コラボ | general | noun / verb (suru)
pending | 10856_koramu | コラム | general | noun
pending | 10857_korokke | コロッケ | general | noun
pending | 10858_konkuriito | コンクリート | general | noun
pending | 10859_konseputo | コンセプト | general | noun
pending | 10860_kontakuto | コンタクト | general | noun
pending | 10861_kontorooru | コントロール | general | noun / verb (suru)
pending | 10862_konpakuto | コンパクト | general | na-adjective / noun
pending | 10863_konpurekkusu | コンプレックス | general | noun
pending | 10864_koosu | コース | general | noun
pending | 10865_koonaa | コーナー | general | noun
pending | 10866_koora | コーラ | general | noun
pending | 10867_gorigori | ゴリゴリ | general | adverb / na-adjective / onomatopoeia
pending | 10868_komikku | コミック | general | noun
pending | 10869_kii | キー | general | noun
pending | 10870_kasutamaizu | カスタマイズ | general | noun / verb (suru)
pending | 10871_kurieitaa | クリエイター | general | noun
pending | 10872_kyasuto | キャスト | general | noun
pending | 10873_kyacchi | キャッチ | general | noun / verb (suru)
pending | 10874_kuraimakkusu | クライマックス | general | noun
pending | 10875_unagasu | 促す | general | verb (godan)
pending | 10876_saegiru | 遮る | general | verb (godan)
pending | 10877_yudaneru | 委ねる | general | verb (ichidan)
pending | 10878_tsunoru | 募る | general | verb (godan)
pending | 10879_hikiiru | 率いる | general | verb (ichidan)
pending | 10880_netamu | 嫉む | general | verb (godan)
pending | 10881_horobiru | 滅びる | general | verb (ichidan)
pending | 10882_itsuwaru | 偽る | general | verb (godan)
pending | 10883_tsugunau | 償う | general | verb (godan)
pending | 10884_anadoru | 侮る | general | verb (godan)
pending | 10885_nadameru | 宥める | general | verb (ichidan)
pending | 10886_hajiku | 弾く | general | verb (godan)
pending | 10887_inbou | 陰謀 | general | noun
pending | 10888_kanyou | 寛容 | general | noun / na-adjective
pending | 10889_jihi | 慈悲 | general | noun
pending | 10890_ikidoori | 憤り | general | noun
pending | 10891_giri | 義理 | general | noun
pending | 10892_kenshin | 献身 | general | noun / verb (suru)
pending | 10893_shisa | 示唆 | general | noun / verb (suru)
pending | 10894_genkyuu | 言及 | general | noun / verb (suru)
pending | 10895_seisei | 生成 | general | noun / verb (suru)
pending | 10896_yuigon | 遺言 | general | noun
pending | 10897_saisan | 採算 | general | noun
pending | 10898_shitauke | 下請け | general | noun
pending | 10899_seisan | 精算 | general | noun / verb (suru)
pending | 10900_soudai | 壮大 | general | na-adjective
pending | 10901_kakoku | 過酷 | general | na-adjective
pending | 10902_fukusen | 伏線 | general | noun
pending | 10903_rensa | 連鎖 | general | noun / verb (suru)
pending | 10904_ichiren | 一連 | general | noun
pending | 10905_sakuranbo | サクランボ | general | noun
pending | 10906_oroshi | 卸 | general | noun
pending | 10907_sappuukei | 殺風景 | general | adjective (na)
pending | 10908_richigi | 律儀 | general | adjective (na)
pending | 10909_kimuzukashii | 気難しい | general | adjective (i)
pending | 10910_nagorioshii | 名残惜しい | general | adjective (i)
pending | 10911_mutonchaku | 無頓着 | general | adjective (na)
pending | 10912_hitonatsukkoi | 人懐っこい | general | adjective (i)
pending | 10913_tanki | 短気 | general | noun / adjective (na)
pending | 10914_yuuzuu | 融通 | general | noun
pending | 10915_danpen | 断片 | general | noun
pending | 10916_aizuchi | 相槌 | general | noun
pending | 10917_shigusa | 仕草 | general | noun
pending | 10918_tachiyomi | 立ち読み | general | noun
pending | 10919_ohako | 十八番 | general | noun
pending | 10920_shosen | 所詮 | general | adverb
pending | 10921_shiodoki | 潮時 | general | noun
pending | 10922_atamauchi | 頭打ち | general | noun
pending | 10923_otoshiana | 落とし穴 | general | noun
pending | 10924_konseki | 痕跡 | general | noun
pending | 10925_unubore | 自惚れ | general | noun
pending | 10926_dassui | 脱水 | general | noun
pending | 10927_shinshoku | 侵食 | general | noun
pending | 10928_aori | 煽り | general | noun
pending | 10929_kuinige | 食い逃げ | general | noun
pending | 10930_shiitake | シイタケ | general | noun
pending | 10931_shichuu | シチュー | general | noun
pending | 10932_keikoku | 渓谷 | general | noun
pending | 10933_saakuru | サークル | general | noun
pending | 10934_shifuto | シフト | general | noun
pending | 10935_sauna | サウナ | general | noun
pending | 10936_sapuraizu | サプライズ | general | noun
pending | 10937_sapurimento | サプリメント | general | noun
pending | 10938_samitto | サミット | general | noun
pending | 10939_sanpuru | サンプル | general | noun
pending | 10940_shinario | シナリオ | general | noun
pending | 10941_shibia | シビア | general | adjective (na)
pending | 10942_shiriizu | シリーズ | general | noun
pending | 10943_shinpuru | シンプル | general | adjective (na)
pending | 10944_shiizun | シーズン | general | noun
pending | 10945_shiito | シート | general | noun
pending | 10946_kaunseringu | カウンセリング | general | noun
pending | 10947_karikyuramu | カリキュラム | general | noun
pending | 10948_shinboru | シンボル | general | noun
pending | 10949_shinguru | シングル | general | noun, na-adjective
pending | 10950_shoo | ショー | general | noun
pending | 10951_shooto | ショート | general | noun, suru verb
pending | 10952_saron | サロン | general | noun
pending | 10953_sabaibaru | サバイバル | general | noun
pending | 10954_sapootaa | サポーター | general | noun
pending | 10955_shiso | シソ | general | noun
pending | 10956_zakuzaku | ザクザク | general | adverb, onomatopoeia
pending | 10957_jendaa | ジェンダー | general | noun
pending | 10958_shigunaru | シグナル | general | noun
pending | 10959_shinema | シネマ | general | noun
pending | 10960_shimyureeshon | シミュレーション | general | noun, suru verb
pending | 10961_saundo | サウンド | general | noun
pending | 10962_shuuzu | シューズ | general | noun
pending | 10963_karushiumu | カルシウム | general | noun
pending | 10964_sabukaruchaa | サブカルチャー | general | noun
pending | 10965_kawaku | 渇く | general | verb (godan)
pending | 10966_chuugokugo | 中国語 | general | noun
pending | 10967_okawari | おかわり | general | noun
pending | 10968_obaachan | おばあちゃん | general | noun
pending | 10969_ookisa | 大きさ | general | noun
pending | 10970_sakuban | 昨晩 | general | noun
pending | 10971_ryokucha | 緑茶 | general | noun
pending | 10972_kaisuiyoku | 海水浴 | general | noun
pending | 10973_chuugakusei | 中学生 | general | noun
pending | 10974_yukidaruma | 雪だるま | general | noun
pending | 10975_hidarite | 左手 | general | noun
pending | 10976_wakareru | 分かれる | general | verb (ichidan)
pending | 10977_jidoushi | 自動詞 | general | noun
pending | 10978_sannin | 三人 | general | noun
pending | 10979_isshuukan | 一週間 | general | noun
pending | 10980_kuji | 九時 | general | noun
pending | 10981_juuniji | 十二時 | general | noun
pending | 10982_rokuji | 六時 | general | noun
pending | 10983_sanji | 三時 | general | noun
pending | 10984_sannen | 三年 | general | noun
pending | 10985_hyakunin | 百人 | general | noun
pending | 10986_kotonisuru | ことにする | general | expression
pending | 10987_younisuru | ようにする | general | expression
pending | 10988_mono | もの | general | particle
pending | 10989_kana | かな | general | particle
pending | 10990_ojamasuru | おじゃまする | general | expression
pending | 10991_tsuiteiku | ついていく | general | godan verb
pending | 10992_furikomu | 振り込む | general | godan verb
pending | 10993_tsuitachi | 一日 | general | noun
pending | 10994_ichinen | 一年 | general | noun
pending | 10995_chiimuwaaku | チームワーク | general | noun
pending | 10996_kotei | 固定 | general | noun / verb (suru)
pending | 10997_gentei | 限定 | general | noun / verb (suru)
pending | 10998_mukyuu | 無休 | general | noun
pending | 10999_suki_gap | 隙 | general | noun
pending | 11000_seminaa | セミナー | general | noun
pending | 11001_furii | フリー | general | na-adjective / noun
pending | 11002_pakku | パック | general | noun / verb (suru)
pending | 11003_ruupu | ループ | general | noun / verb (suru)
pending | 11004_shai | シャイ | general | na-adjective
pending | 11005_fikushon | フィクション | general | noun
pending | 11006_katakata | カタカタ | general | adverb, onomatopoeia
pending | 11007_rittoru | リットル | general | counter
pending | 11008_daiettosuru | ダイエットする | general | noun, suru verb
pending | 11009_okinawa | 沖縄 | general | noun (proper)
pending | 11010_hokkaidou | 北海道 | general | noun (proper)
pending | 11011_muke | 向け | general | suffix
pending | 11012_tate | たて | general | suffix
pending | 11013_charenji | チャレンジ | general | noun, verb (suru)
pending | 11014_chiketto | チケット | general | noun
pending | 11015_dameeji | ダメージ | general | noun
pending | 11016_debyuu | デビュー | general | noun, verb (suru)
pending | 11017_janru | ジャンル | general | noun
pending | 11018_sutoorii | ストーリー | general | noun
pending | 11019_chippu | チップ | general | noun
pending | 11020_jirori | ジロリ | general | adverb, onomatopoeia
pending | 11021_jiinto | ジーンと | general | adverb, onomatopoeia
pending | 11022_tonton | トントン | general | noun, adverb, onomatopoeia
